ID,fi,lamda,h,X,Y,Z,rp,s2
3153,68,45,-400000,1588412.494,1588412.494,5520219.467,2246354.491,0.878164904
3154,68,45,-300000,1614901.18,1614901.18,5612937.852,2283815.15,0.907881954
3155,68,45,-200000,1641389.866,1641389.866,5705656.238,2321275.81,0.938093486
3156,68,45,-100000,1667878.552,1667878.552,5798374.623,2358736.469,0.968799502
3157,68,45,-50000,1681122.895,1681122.895,5844733.816,2377466.799,0.984337941
3158,68,45,-10000,1691718.37,1691718.37,5881821.17,2392451.062,0.996857698
3159,68,45,-1000,1694102.352,1694102.352,5890165.825,2395822.522,0.999685547
3160,68,45,-500,1694234.795,1694234.795,5890629.417,2396009.825,0.999842767
3161,68,45,-100,1694340.75,1694340.75,5891000.29,2396159.668,0.999968553
3162,68,45,100,1694393.727,1694393.727,5891185.727,2396234.589,1.000031448
3163,68,45,500,1694499.682,1694499.682,5891556.6,2396384.432,1.000157245
3164,68,45,1000,1694632.125,1694632.125,5892020.192,2396571.735,1.000314502
3165,68,45,10000,1697016.107,1697016.107,5900364.847,2399943.194,1.003147246
3166,68,45,50000,1707611.582,1707611.582,5937452.201,2414927.458,1.01578568
3167,68,45,100000,1720855.925,1720855.925,5983811.394,2433657.788,1.031694981
3168,68,45,200000,1747344.611,1747344.611,6076529.779,2471118.447,1.063884445
3169,68,45,300000,1773833.297,1773833.297,6169248.165,2508579.106,1.096568392
3170,68,45,400000,1800321.984,1800321.984,6261966.55,2546039.766,1.129746821
3171,68,45,500000,1826810.67,1826810.67,6354684.936,2583500.425,1.163419734
3172,68,45,750000,1893032.385,1893032.385,6586480.899,2677152.073,1.249765377
3173,68,45,1000000,1959254.101,1959254.101,6818276.863,2770803.722,1.339201539
3174,68,45,2500000,2356584.395,2356584.395,8209052.645,3332713.612,1.940719383
3175,68,45,5000000,3018801.551,3018801.551,10527012.28,4269230.095,3.19049055
3176,68,45,6000000,3283688.413,3283688.413,11454196.14,4643836.689,3.776933516
3177,68,45,7000000,3548575.276,3548575.276,12381379.99,5018443.282,4.412824768
3178,68,45,8000000,3813462.138,3813462.138,13308563.85,5393049.876,5.098164305
3179,68,45,9000000,4078349.001,4078349.001,14235747.7,5767656.469,5.832952128
3180,68,45,10000000,4343235.863,4343235.863,15162931.55,6142263.063,6.617188237
3181,68,45,15000000,5667670.176,5667670.176,19798850.83,8015296.03,11.28009306
3182,68,45,20000000,6992104.488,6992104.488,24434770.1,9888328.997,17.17920502
3183,68,45,25000000,8316538.801,8316538.801,29070689.37,11761361.96,24.31452412
3184,68,45,30000000,9640973.113,9640973.113,33706608.65,13634394.93,32.68605036
3185,68,45,35000000,10965407.43,10965407.43,38342527.92,15507427.9,42.29378373
3186,68,45,40000000,12289841.74,12289841.74,42978447.19,17380460.87,53.13772424
3186,68,45,50000000,14938710.36,14938710.36,52250285.74,21126526.8,78.53422668
3187,68,45,75000000,21560881.92,21560881.92,75429882.1,30491691.63,163.6591077
3187,68,45,100000000,28183053.49,28183053.49,98609478.47,39856856.47,279.6891671
3188,68,45,200000000,54671739.73,54671739.73,191327863.9,77317515.81,1052.861189
3188,68,45,300000000,81160425.98,81160425.98,284046249.4,114778175.2,2320.516066
3189,68,45,350000000,94404769.11,94404769.11,330405442.1,133508504.8,3139.774575
3189,68,45,400000000,107649112.2,107649112.2,376764634.8,152238834.5,4082.653798
3190,68,45,500000000,134137798.5,134137798.5,469483020.3,189699493.8,6339.274385
3190,68,45,750000000,200359514.1,200359514.1,701278983.9,283351142.2,14144.18834
3191,68,45,1000000000,266581229.7,266581229.7,933074947.6,377002790.5,25039.62014
3191,69,45,-1000000,1367579.463,1367579.463,4998392.493,1934049.424,0.710236116
3192,69,45,-750000,1430930.565,1430930.565,5231787.6,2023641.412,0.778040941
3192,69,45,-500000,1494281.667,1494281.667,5465182.707,2113233.399,0.84893653
3193,69,45,-400000,1519622.107,1519622.107,5558540.749,2149070.194,0.878160179
3193,69,45,-300000,1544962.548,1544962.548,5651898.792,2184906.989,0.907878351
3194,69,45,-200000,1570302.989,1570302.989,5745256.835,2220743.784,0.938091045
3194,69,45,-100000,1595643.43,1595643.43,5838614.877,2256580.579,0.968798261
3195,69,45,-50000,1608313.65,1608313.65,5885293.899,2274498.976,0.984337315
3195,69,45,-10000,1618449.826,1618449.826,5922637.116,2288833.694,0.996857573
3196,69,45,-1000,1620730.466,1620730.466,5931039.34,2292059.006,0.999685535
3196,69,45,-500,1620857.168,1620857.168,5931506.13,2292238.19,0.999842761
3197,69,45,-100,1620958.53,1620958.53,5931879.562,2292381.537,0.999968551
3197,69,45,100,1621009.211,1621009.211,5932066.278,2292453.211,1.000031449
3198,69,45,500,1621110.573,1621110.573,5932439.71,2292596.558,1.000157251
3199,69,45,1000,1621237.275,1621237.275,5932906.5,2292775.742,1.000314515
3200,69,45,10000,1623517.914,1623517.914,5941308.724,2296001.053,1.003147373
3201,69,45,50000,1633654.091,1633654.091,5978651.941,2310335.771,1.015786315
3202,69,45,100000,1646324.311,1646324.311,6025330.963,2328254.169,1.031696261
3203,69,45,200000,1671664.752,1671664.752,6118689.005,2364090.964,1.063887044
3204,69,45,300000,1697005.192,1697005.192,6212047.048,2399927.759,1.09657235
3205,69,45,400000,1722345.633,1722345.633,6305405.091,2435764.554,1.129752178
3206,69,45,500000,1747686.074,1747686.074,6398763.133,2471601.349,1.163426528
3207,69,45,750000,1811037.176,1811037.176,6632158.24,2561193.336,1.249775938
3208,69,45,1000000,1874388.278,1874388.278,6865553.346,2650785.323,1.339216113
3209,69,45,2500000,2254494.889,2254494.889,8265923.986,3188337.248,1.940763212
3210,69,45,5000000,2888005.907,2888005.907,10599875.05,4084257.122,3.190602857
3211,69,45,6000000,3141410.314,3141410.314,11533455.48,4442625.071,3.777080116
3212,69,45,7000000,3394814.721,3394814.721,12467035.91,4800993.021,4.413009604
3213,69,45,8000000,3648219.129,3648219.129,13400616.33,5159360.97,5.098391322
3214,69,45,9000000,3901623.536,3901623.536,14334196.76,5517728.92,5.833225268
3215,69,45,10000000,4155027.943,4155027.943,15267777.18,5876096.869,6.617511444
3216,69,45,15000000,5422049.98,5422049.98,19935679.32,7667936.617,11.28072576
3217,69,45,20000000,6689072.016,6689072.016,24603581.45,9459776.365,17.18024581
3218,69,45,25000000,7956094.052,7956094.052,29271483.58,11251616.11,24.31607159
3219,69,45,30000000,9223116.089,9223116.089,33939385.71,13043455.86,32.6882031
3220,69,45,35000000,10490138.13,10490138.13,38607287.85,14835295.61,42.29664035
3221,69,45,40000000,11757160.16,11757160.16,43275189.98,16627135.36,53.14138332
3222,69,45,50000000,14291204.23,14291204.23,52610994.24,20210814.85,78.53978646
3223,69,45,75000000,20626314.42,20626314.42,75950504.91,29170013.59,163.6711446
3224,69,45,100000000,26961424.6,26961424.6,99290015.57,38129212.33,279.710146
3225,69,45,200000000,52301865.33,52301865.33,192648058.2,73966007.28,1052.942584
3226,69,45,300000000,77642306.06,77642306.06,286006100.9,109802802.2,2320.697315
3227,69,45,350000000,90312526.42,90312526.42,332685122.2,127721199.7,3140.02054
3228,69,45,400000000,102982746.8,102982746.8,379364143.5,145639597.2,4082.974338
3229,69,45,500000000,128323187.5,128323187.5,472722186.2,181476392.1,6339.773654
3230,69,45,750000000,191674289.3,191674289.3,706117292.8,271068379.5,14145.30697
3231,69,45,1000000000,255025391.2,255025391.2,939512399.4,360660366.9,25041.60462
3232,70,45,-1000000,1305253.715,1305253.715,5031347.386,1845907.506,0.710225889
3233,70,45,-750000,1365714.906,1365714.906,5266270.542,1931412.542,0.778032915
3234,70,45,-500000,1426176.096,1426176.096,5501193.697,2016917.578,0.848930942
3235,70,45,-400000,1450360.572,1450360.572,5595162.959,2051119.592,0.878155633
3236,70,45,-300000,1474545.049,1474545.049,5689132.221,2085321.606,0.907874884
3237,70,45,-200000,1498729.525,1498729.525,5783101.483,2119523.621,0.938088696
3238,70,45,-100000,1522914.001,1522914.001,5877070.745,2153725.635,0.968797068
3239,70,45,-50000,1535006.239,1535006.239,5924055.376,2170826.642,0.984336714
3240,70,45,-10000,1544680.03,1544680.03,5961643.081,2184507.448,0.996857452
3241,70,45,-1000,1546856.633,1546856.633,5970100.314,2187585.629,0.999685523
3242,70,45,-500,1546977.555,1546977.555,5970570.161,2187756.639,0.999842755
3243,70,45,-100,1547074.293,1547074.293,5970946.038,2187893.447,0.99996855
3244,70,45,100,1547122.662,1547122.662,5971133.976,2187961.851,1.00003145
3245,70,45,500,1547219.4,1547219.4,5971509.853,2188098.659,1.000157257
3246,70,45,1000,1547340.322,1547340.322,5971979.7,2188269.669,1.000314527
3247,70,45,10000,1549516.925,1549516.925,5980436.933,2191347.851,1.003147494
3248,70,45,50000,1559190.716,1559190.716,6018024.638,2205028.656,1.015786926
3249,70,45,100000,1571282.954,1571282.954,6065009.269,2222129.664,1.031697492
3250,70,45,200000,1595467.43,1595467.43,6158978.531,2256331.678,1.063889545
3251,70,45,300000,1619651.906,1619651.906,6252947.793,2290533.692,1.096576158
3252,70,45,400000,1643836.383,1643836.383,6346917.055,2324735.707,1.129757331
3253,70,45,500000,1668020.859,1668020.859,6440886.318,2358937.721,1.163433064
3254,70,45,750000,1728482.05,1728482.05,6675809.473,2444442.757,1.249786098
3255,70,45,1000000,1788943.24,1788943.24,6910732.628,2529947.793,1.339230134
3256,70,45,2500000,2151710.384,2151710.384,8320271.559,3042978.008,1.940805378
3257,70,45,5000000,2756322.291,2756322.291,10669503.11,3898028.366,3.190710899
3258,70,45,6000000,2998167.053,2998167.053,11609195.73,4240048.509,3.777221148
3259,70,45,7000000,3240011.816,3240011.816,12548888.35,4582068.653,4.41318742
3260,70,45,8000000,3481856.579,3481856.579,13488580.97,4924088.796,5.098609715
3261,70,45,9000000,3723701.341,3723701.341,14428273.59,5266108.939,5.833488032
3262,70,45,10000000,3965546.104,3965546.104,15367966.21,5608129.083,6.617822373
3263,70,45,15000000,5174769.917,5174769.917,20066429.32,7318229.799,11.28133442
3264,70,45,20000000,6383993.731,6383993.731,24764892.42,9028330.516,17.18124704
3265,70,45,25000000,7593217.544,7593217.544,29463355.53,10738431.23,24.31756024
3266,70,45,30000000,8802441.357,8802441.357,34161818.63,12448531.95,32.69027401
3267,70,45,35000000,10011665.17,10011665.17,38860281.73,14158632.67,42.29938836
3268,70,45,40000000,11220888.98,11220888.98,43558744.84,15868733.38,53.14490328
3269,70,45,50000000,13639336.61,13639336.61,52955671.05,19288934.82,78.54513484
3270,70,45,75000000,19685455.68,19685455.68,76447986.57,27839438.4,163.6827238
3271,70,45,100000000,25731574.74,25731574.74,99940302.09,36389941.98,279.7303271
3272,70,45,200000000,49916051.01,49916051.01,193909564.2,70591956.31,1053.020884
3273,70,45,300000000,74100527.27,74100527.27,287878826.2,104793970.6,2320.871671
3274,70,45,350000000,86192765.4,86192765.4,334863457.3,121894977.8,3140.25715
3275,70,45,400000000,98285003.54,98285003.54,381848088.3,138995985,4083.282687
3276,70,45,500000000,122469479.8,122469479.8,475817350.4,173197999.3,6340.253934
3277,70,45,750000000,182930670.5,182930670.5,710740505.6,258703035.1,14146.38305
3278,70,45,1000000000,243391861.1,243391861.1,945663660.8,344208071,25043.51361
3279,71,45,-1000000,1242522.347,1242522.347,5062763.192,1757191.954,0.710216077
3280,71,45,-750000,1300075.209,1300075.209,5299142.836,1838583.993,0.778025215
3281,71,45,-500000,1357628.071,1357628.071,5535522.48,1919976.031,0.848925581
3282,71,45,-400000,1380649.216,1380649.216,5630074.337,1952532.847,0.878151271
3283,71,45,-300000,1403670.361,1403670.361,5724626.195,1985089.662,0.907871559
3284,71,45,-200000,1426691.506,1426691.506,5819178.052,2017646.478,0.938086442
3285,71,45,-100000,1449712.651,1449712.651,5913729.91,2050203.293,0.968795923
3286,71,45,-50000,1461223.224,1461223.224,5961005.839,2066481.701,0.984336137
3287,71,45,-10000,1470431.682,1470431.682,5998826.582,2079504.427,0.996857335
3288,71,45,-1000,1472503.585,1472503.585,6007336.249,2082434.54,0.999685511
3289,71,45,-500,1472618.691,1472618.691,6007809.008,2082597.324,0.999842749
3290,71,45,-100,1472710.775,1472710.775,6008187.216,2082727.552,0.999968549
3291,71,45,100,1472756.817,1472756.817,6008376.319,2082792.665,1.000031452
3292,71,45,500,1472848.902,1472848.902,6008754.527,2082922.893,1.000157263
3293,71,45,1000,1472964.008,1472964.008,6009227.286,2083085.677,1.000314538
3294,71,45,10000,1475035.911,1475035.911,6017736.953,2086015.79,1.003147611
3295,71,45,50000,1484244.369,1484244.369,6055557.696,2099038.516,1.015787512
3296,71,45,100000,1495754.941,1495754.941,6102833.625,2115316.924,1.031698674
3297,71,45,200000,1518776.086,1518776.086,6197385.483,2147873.739,1.063891944
3298,71,45,300000,1541797.231,1541797.231,6291937.34,2180430.555,1.096579811
3299,71,45,400000,1564818.376,1564818.376,6386489.198,2212987.37,1.129762274
3300,71,45,500000,1587839.521,1587839.521,6481041.055,2245544.186,1.163439335
3301,71,45,750000,1645392.384,1645392.384,6717420.699,2326936.224,1.249795845
3302,71,45,1000000,1702945.246,1702945.246,6953800.343,2408328.263,1.339243585
3303,71,45,2500000,2048262.421,2048262.421,8372078.206,2896680.495,1.940845828
3304,71,45,5000000,2623791.045,2623791.045,10735874.65,3710600.881,3.190814545
3305,71,45,6000000,2854002.495,2854002.495,11681393.22,4036169.035,3.77735644
3306,71,45,7000000,3084213.945,3084213.945,12626911.8,4361737.19,4.413357998
3307,71,45,8000000,3314425.394,3314425.394,13572430.37,4687305.344,5.098819217
3308,71,45,9000000,3544636.844,3544636.844,14517948.95,5012873.499,5.833740099
3309,71,45,10000000,3774848.294,3774848.294,15463467.52,5338441.653,6.618120643
3310,71,45,15000000,4925905.543,4925905.543,20191060.4,6966282.425,11.28191829
3311,71,45,20000000,6076962.791,6076962.791,24918653.28,8594123.198,17.1822075
3312,71,45,25000000,7228020.04,7228020.04,29646246.16,10221963.97,24.31898825
3313,71,45,30000000,8379077.289,8379077.289,34373839.04,11849804.74,32.69226056
3314,71,45,35000000,9530134.538,9530134.538,39101431.91,13477645.51,42.30202442
3315,71,45,40000000,10681191.79,10681191.79,43829024.79,15105486.29,53.14827983
3316,71,45,50000000,12983306.28,12983306.28,53284210.55,18361167.83,78.55026532
3317,71,45,75000000,18738592.53,18738592.53,76922174.94,26500371.69,163.6938312
3318,71,45,100000000,24493878.77,24493878.77,100560139.3,34639575.55,279.7496859
3319,71,45,200000000,47515023.75,47515023.75,195111996.9,67196391,1053.095993
3320,71,45,300000000,70536168.72,70536168.72,289663854.4,99753206.45,2321.038921
3321,71,45,350000000,82046741.21,82046741.21,336939783.2,116031614.2,3140.484118
3322,71,45,400000000,93557313.7,93557313.7,384215712,132310021.9,4083.57847
3323,71,45,500000000,116578458.7,116578458.7,478767569.6,164866837.3,6340.71464
3324,71,45,750000000,174131321.1,174131321.1,715147213.5,246258876,14147.41528
3325,71,45,1000000000,231684183.6,231684183.6,951526857.4,327650914.6,25045.34481
3326,72,45,-1000000,1179404.719,1179404.719,5092629.756,1667930.149,0.710206693
3327,72,45,-750000,1234031.722,1234031.722,5330393.885,1745184.397,0.77801785
3328,72,45,-500000,1288658.725,1288658.725,5568158.014,1822438.646,0.848920454
3329,72,45,-400000,1310509.526,1310509.526,5663263.666,1853340.345,0.8781471
3330,72,45,-300000,1332360.327,1332360.327,5758369.317,1884242.045,0.907868378
3331,72,45,-200000,1354211.128,1354211.128,5853474.969,1915143.744,0.938084287
3332,72,45,-100000,1376061.93,1376061.93,5948580.621,1946045.444,0.968794828
3333,72,45,-50000,1386987.33,1386987.33,5996133.446,1961496.293,0.984335585
3334,72,45,-10000,1395727.651,1395727.651,6034175.707,1973856.973,0.996857224
3335,72,45,-1000,1397694.223,1397694.223,6042735.216,1976638.126,0.9996855
3336,72,45,-500,1397803.477,1397803.477,6043210.744,1976792.635,0.999842744
3337,72,45,-100,1397890.88,1397890.88,6043591.167,1976916.241,0.999968548
3338,72,45,100,1397934.582,1397934.582,6043781.378,1976978.045,1.000031453
3339,72,45,500,1398021.985,1398021.985,6044161.801,1977101.652,1.000157269
3340,72,45,1000,1398131.239,1398131.239,6044637.329,1977256.16,1.00031455
3341,72,45,10000,1400097.811,1400097.811,6053196.837,1980037.313,1.003147722
3342,72,45,50000,1408838.132,1408838.132,6091239.098,1992397.993,1.015788073
3343,72,45,100000,1419763.532,1419763.532,6138791.924,2007848.843,1.031699804
3344,72,45,200000,1441614.333,1441614.333,6233897.576,2038750.542,1.063894238
3345,72,45,300000,1463465.135,1463465.135,6329003.227,2069652.241,1.096583305
3346,72,45,400000,1485315.936,1485315.936,6424108.879,2100553.941,1.129767003
3347,72,45,500000,1507166.737,1507166.737,6519214.53,2131455.64,1.163445332
3348,72,45,750000,1561793.74,1561793.74,6756978.659,2208709.889,1.249805167
3349,72,45,1000000,1616420.743,1616420.743,6994742.789,2285964.137,1.339256449
3350,72,45,2500000,1944182.761,1944182.761,8421327.563,2749489.629,1.940884514
3351,72,45,5000000,2490452.792,2490452.792,10798968.85,3522032.115,3.190913667
3352,72,45,6000000,2708960.804,2708960.804,11750025.37,3831049.109,3.777485827
3353,72,45,7000000,2927468.817,2927468.817,12701081.89,4140066.104,4.413521129
3354,72,45,8000000,3145976.829,3145976.829,13652138.4,4449083.098,5.099019573
3355,72,45,9000000,3364484.841,3364484.841,14603194.92,4758100.092,5.83398116
3356,72,45,10000000,3582992.853,3582992.853,15554251.44,5067117.087,6.618405888
3357,72,45,15000000,4675532.914,4675532.914,20309534.02,6612202.059,11.28247666
3358,72,45,20000000,5768072.975,5768072.975,25064816.6,8157287.031,17.18312599
3359,72,45,25000000,6860613.037,6860613.037,29820099.18,9702372.002,24.32035388
3360,72,45,30000000,7953153.098,7953153.098,34575381.76,11247456.97,32.69416032
3361,72,45,35000000,9045693.159,9045693.159,39330664.34,12792541.95,42.30454531
3362,72,45,40000000,10138233.22,10138233.22,44085946.92,14337626.92,53.15150886
3363,72,45,50000000,12323313.34,12323313.34,53596512.09,17427796.86,78.55517162
3364,72,45,75000000,17786013.65,17786013.65,77372924.99,25153221.72,163.7044532
3365,72,45,100000000,23248713.95,23248713.95,101149337.9,32878646.58,279.7681987
3366,72,45,200000000,45099515.18,45099515.18,196254989.5,63780346.02,1053.167819
3367,72,45,300000000,66950316.4,66950316.4,291360641.2,94682045.46,2321.198861
3368,72,45,350000000,77875717.01,77875717.01,338913467,110132895.2,3140.701165
3369,72,45,400000000,88801117.62,88801117.62,386466292.8,125583744.9,4083.861325
3370,72,45,500000000,110651918.8,110651918.8,481571944.4,156485444.3,6341.155211
3371,72,45,750000000,165278921.9,165278921.9,719336073.5,233739692.9,14148.4024
3372,72,45,1000000000,219905925,219905925,957100202.6,310993941.5,25047.09597
3373,73,45,-1000000,1115920.331,1115920.331,5120937.416,1578149.667,0.710197748
3374,73,45,-750000,1167604.835,1167604.835,5360013.605,1651242.593,0.778010831
3375,73,45,-500000,1219289.339,1219289.339,5599089.794,1724335.519,0.848915567
3376,73,45,-400000,1239963.14,1239963.14,5694720.27,1753572.69,0.878143124
3377,73,45,-300000,1260636.942,1260636.942,5790350.745,1782809.86,0.907865346
3378,73,45,-200000,1281310.743,1281310.743,5885981.221,1812047.031,0.938082233
3379,73,45,-100000,1301984.545,1301984.545,5981611.696,1841284.201,0.968793784
3380,73,45,-50000,1312321.445,1312321.445,6029426.934,1855902.786,0.984335059
3381,73,45,-10000,1320590.966,1320590.966,6067679.124,1867597.654,0.996857119
3382,73,45,-1000,1322451.608,1322451.608,6076285.867,1870229,0.999685489
3383,73,45,-500,1322554.977,1322554.977,6076764.02,1870375.186,0.999842738
3384,73,45,-100,1322637.672,1322637.672,6077146.541,1870492.134,0.999968547
3385,73,45,100,1322679.02,1322679.02,6077337.802,1870550.609,1.000031454
3386,73,45,500,1322761.715,1322761.715,6077720.324,1870667.557,1.000157274
3387,73,45,1000,1322865.084,1322865.084,6078198.477,1870813.743,1.00031456
3388,73,45,10000,1324725.726,1324725.726,6086805.219,1873445.089,1.003147828
3389,73,45,50000,1332995.247,1332995.247,6125057.41,1885139.957,1.015788607
3390,73,45,100000,1343332.148,1343332.148,6172872.648,1899758.542,1.03170088
3391,73,45,200000,1364005.949,1364005.949,6268503.123,1928995.712,1.063896425
3392,73,45,300000,1384679.751,1384679.751,6364133.599,1958232.883,1.096586635
3393,73,45,400000,1405353.552,1405353.552,6459764.074,1987470.053,1.129771509
3394,73,45,500000,1426027.354,1426027.354,6555394.55,2016707.224,1.163451048
3395,73,45,750000,1477711.857,1477711.857,6794470.739,2089800.15,1.249814053
3396,73,45,1000000,1529396.361,1529396.361,7033546.928,2162893.076,1.339268711
3397,73,45,2500000,1839503.384,1839503.384,8468004.062,2601450.633,1.940921387
3398,73,45,5000000,2356348.421,2356348.421,10858765.95,3332379.895,3.191008143
3399,73,45,6000000,2563086.436,2563086.436,11815070.71,3624751.6,3.777609149
3400,73,45,7000000,2769824.451,2769824.451,12771375.46,3917123.305,4.413676613
3401,73,45,8000000,2976562.466,2976562.466,13727680.22,4209495.009,5.099210537
3402,73,45,9000000,3183300.481,3183300.481,14683984.98,4501866.714,5.834210919
3403,73,45,10000000,3390038.496,3390038.496,15640289.73,4794238.419,6.61867776
3404,73,45,15000000,4423728.572,4423728.572,20421813.51,6256096.942,11.28300885
3405,73,45,20000000,5457418.647,5457418.647,25203337.29,7717955.466,17.18400142
3406,73,45,25000000,6491108.722,6491108.722,29984861.07,9179813.99,24.32165545
3407,73,45,30000000,7524798.797,7524798.797,34766384.85,10641672.51,32.69597097
3408,73,45,35000000,8558488.872,8558488.872,39547908.63,12103531.04,42.30694795
3409,73,45,40000000,9592178.948,9592178.948,44329432.41,13565389.56,53.15458641
3410,73,45,50000000,11659559.1,11659559.1,53892479.97,16489106.61,78.55984775
3411,73,45,75000000,16828009.47,16828009.47,77800098.87,23798399.23,163.7145769
3412,73,45,100000000,21996459.85,21996459.85,101707717.8,31107691.84,279.7858429
3413,73,45,200000000,42670261.35,42670261.35,197338193.4,60344862.32,1053.236275
3414,73,45,300000000,63344062.86,63344062.86,292968669,89582032.79,2321.351297
3415,73,45,350000000,73680963.61,73680963.61,340783906.8,104200618,3140.908029
3416,73,45,400000000,84017864.36,84017864.36,388599144.6,118819203.3,4084.130909
3417,73,45,500000000,104691665.9,104691665.9,484229620.2,148056373.7,6341.57511
3418,73,45,750000000,156376169.6,156376169.6,723305809.1,221149299.9,14149.34319
3419,73,45,1000000000,208060673.4,208060673.4,962381998.1,294242226.1,25048.76496
3420,74,45,-1000000,1052088.816,1052088.816,5147677.005,1487878.272,0.710189254
3421,74,45,-750000,1100815.077,1100815.077,5387992.429,1556787.611,0.778004164
3422,74,45,-500000,1149541.338,1149541.338,5628307.853,1625696.95,0.848910926
3423,74,45,-400000,1169031.842,1169031.842,5724434.023,1653260.686,0.878139348
3424,74,45,-300000,1188522.346,1188522.346,5820560.192,1680824.421,0.907862467
3425,74,45,-200000,1208012.851,1208012.851,5916686.362,1708388.157,0.938080282
3426,74,45,-100000,1227503.355,1227503.355,6012812.531,1735951.893,0.968792793
3427,74,45,-50000,1237248.607,1237248.607,6060875.616,1749733.76,0.984334559
3428,74,45,-10000,1245044.809,1245044.809,6099326.084,1760759.255,0.996857018
3429,74,45,-1000,1246798.954,1246798.954,6107977.439,1763239.991,0.999685479
3430,74,45,-500,1246896.407,1246896.407,6108458.07,1763377.809,0.999842733
3431,74,45,-100,1246974.369,1246974.369,6108842.575,1763488.064,0.999968546
3432,74,45,100,1247013.35,1247013.35,6109034.827,1763543.192,1.000031455
3433,74,45,500,1247091.312,1247091.312,6109419.332,1763653.447,1.000157279
3434,74,45,1000,1247188.764,1247188.764,6109899.963,1763791.265,1.00031457
3435,74,45,10000,1248942.91,1248942.91,6118551.318,1766272.002,1.003147929
3436,74,45,50000,1256739.112,1256739.112,6157001.786,1777297.496,1.015789115
3437,74,45,100000,1266484.364,1266484.364,6205064.87,1791079.364,1.031701903
3438,74,45,200000,1285974.868,1285974.868,6301191.04,1818643.099,1.063898502
3439,74,45,300000,1305465.372,1305465.372,6397317.21,1846206.835,1.096589798
3440,74,45,400000,1324955.877,1324955.877,6493443.379,1873770.57,1.129775789
3441,74,45,500000,1344446.381,1344446.381,6589569.549,1901334.306,1.163456476
3442,74,45,750000,1393172.642,1393172.642,6829884.973,1970243.645,1.24982249
3443,74,45,1000000,1441898.903,1441898.903,7070200.397,2039152.984,1.339280355
3444,74,45,2500000,1734256.468,1734256.468,8512092.941,2452609.018,1.940956403
3445,74,45,5000000,2221519.077,2221519.077,10915247.18,3141702.407,3.191097858
3446,74,45,6000000,2416424.12,2416424.12,11876508.88,3417339.763,3.777726255
3447,74,45,7000000,2611329.163,2611329.163,12837770.57,3692977.119,4.41382426
3448,74,45,8000000,2806234.207,2806234.207,13799032.27,3968614.475,5.099391874
3449,74,45,9000000,3001139.25,3001139.25,14760293.96,4244251.83,5.834429096
3450,74,45,10000000,3196044.294,3196044.294,15721555.66,4519889.186,6.618935926
3451,74,45,15000000,4170569.511,4170569.511,20527864.14,5898075.965,11.2835142
3452,74,45,20000000,5145094.728,5145094.728,25334172.62,7276262.744,17.18483269
3453,74,45,25000000,6119619.946,6119619.946,30140481.1,8654449.524,24.32289139
3454,74,45,30000000,7094145.163,7094145.163,34946789.58,10032636.3,32.6976903
3455,74,45,35000000,8068670.38,8068670.38,39753098.06,11410823.08,42.30922941
3456,74,45,40000000,9043195.597,9043195.597,44559406.54,12789009.86,53.15750874
3457,74,45,50000000,10992246.03,10992246.03,54172023.5,15545383.42,78.56428803
3458,74,45,75000000,15864872.12,15864872.12,78203565.9,22436317.31,163.7241899
3459,74,45,100000000,20737498.2,20737498.2,102235108.3,29327251.21,279.802597
3460,74,45,200000000,40228002.55,40228002.55,198361277.9,56890986.79,1053.301278
3461,74,45,300000000,59718506.89,59718506.89,294487447.5,84454722.37,2321.496043
3462,74,45,350000000,69463759.07,69463759.07,342550532.3,98236590.16,3141.104457
3463,74,45,400000000,79209011.24,79209011.24,390613617.1,112018458,4084.386892
3464,74,45,500000000,98699515.58,98699515.58,486739786.7,139582193.5,6341.973825
3465,74,45,750000000,147425776.4,147425776.4,727055210.7,208491532.5,14150.23652
3466,74,45,1000000000,196152037.3,196152037.3,967370634.6,277400871.4,25050.34975
3467,75,45,-1000000,987929.9311,987929.9311,5172839.856,1397143.907,0.71018122
3468,75,45,-750000,1033683.107,1033683.107,5414321.313,1461848.669,0.77799786
3469,75,45,-500000,1079436.282,1079436.282,5655802.769,1526553.43,0.848906537
3470,75,45,-400000,1097737.552,1097737.552,5752395.352,1552435.334,0.878135777
3471,75,45,-300000,1116038.822,1116038.822,5848987.934,1578317.239,0.907859744
3472,75,45,-200000,1134340.093,1134340.093,5945580.517,1604199.143,0.938078437
3473,75,45,-100000,1152641.363,1152641.363,6042173.1,1630081.048,0.968791856
3474,75,45,-50000,1161791.998,1161791.998,6090469.391,1643022,0.984334087
3475,75,45,-10000,1169112.506,1169112.506,6129106.424,1653374.762,0.996856923
3476,75,45,-1000,1170759.62,1170759.62,6137799.757,1655704.133,0.99968547
3477,75,45,-500,1170851.127,1170851.127,6138282.719,1655833.543,0.999842729
3478,75,45,-100,1170924.332,1170924.332,6138669.09,1655937.07,0.999968545
3479,75,45,100,1170960.934,1170960.934,6138862.275,1655988.834,1.000031456
3480,75,45,500,1171034.139,1171034.139,6139248.645,1656092.362,1.000157284
3481,75,45,1000,1171125.646,1171125.646,6139731.608,1656221.771,1.00031458
3482,75,45,10000,1172772.76,1172772.76,6148424.941,1658551.143,1.003148024
3483,75,45,50000,1180093.268,1180093.268,6187061.974,1668903.905,1.015789594
